title	plot
Mesoamerica	"Mesoamerica is a region and cultural area in the Americas, extending approximately from central Mexico to Belize, Guatemala, El Salvador, Honduras, Nicaragua, and northern Costa Rica, within which pre-Columbian societies flourished before the Spanish colonization of the Americas in the 15th and 16th centuries. It is one of six areas in the world where ancient civilization arose independently, and the second in the Americas along with Norte Chico (Caral-Supe) in present-day northern coastal Peru.
As a cultural area, Mesoamerica is defined by a mosaic of cultural traits developed and shared by its indigenous cultures. Beginning as early as 7000 BC, the domestication of cacao, maize, beans, tomato, squash and chili, as well as the turkey and dog, caused a transition from paleo-Indian hunter-gatherer tribal grouping to the organization of sedentary agricultural villages. In the subsequent Formative period, agriculture and cultural traits such as a complex mythological and religious tradition, a vigesimal numeric system, and a complex calendric system, a tradition of ball playing, and a distinct architectural style, were diffused through the area. Also in this period, villages began to become socially stratified and develop into chiefdoms with the development of large ceremonial centers, interconnected by a network of trade routes for the exchange of luxury goods, such as obsidian, jade, cacao, cinnabar, Spondylus shells, hematite, and ceramics. While Mesoamerican civilization did know of the wheel and basic metallurgy, neither of these technologies became culturally important.
Among the earliest complex civilizations was the Olmec culture, which inhabited the Gulf coast of Mexico and extended inland and southwards across the Isthmus of Tehuantepec. Frequent contact and cultural interchange between the early Olmec and other cultures in Chiapas, Guatemala and Oaxaca laid the basis for the Mesoamerican cultural area. All this was facilitated by considerable regional communications in ancient Mesoamerica, especially along the Pacific coast.
This Formative period saw the spread of distinct religious and symbolic traditions, as well as artistic and architectural complexes. In the subsequent Preclassic period, complex urban polities began to develop among the Maya, with the rise of centers such as El Mirador, Calakmul and Tikal, and the Zapotec at Monte Albán. During this period, the first true Mesoamerican writing systems were developed in the Epi-Olmec and the Zapotec cultures, and the Mesoamerican writing tradition reached its height in the Classic Maya hieroglyphic script.
Mesoamerica is one of only five regions of the world where writing was independently developed. In Central Mexico, the height of the Classic period saw the ascendancy of the city of Teotihuacan, which formed a military and commercial empire whose political influence stretched south into the Maya area and northward. Upon the collapse of Teotihuacán around AD 600, competition between several important political centers in central Mexico, such as Xochicalco and Cholula, ensued. At this time during the Epi-Classic period, the Nahua peoples began moving south into Mesoamerica from the North, and became politically and culturally dominant in central Mexico, as they displaced speakers of Oto-Manguean languages. During the early post-Classic period, Central Mexico was dominated by the Toltec culture, Oaxaca by the Mixtec, and the lowland Maya area had important centers at Chichén Itzá and Mayapán. Towards the end of the post-Classic period, the Aztecs of Central Mexico built a tributary empire covering most of central Mesoamerica.
The distinct Mesoamerican cultural tradition ended with the Spanish conquest in the 16th century. Over the next centuries, Mesoamerican indigenous cultures were gradually subjected to Spanish colonial rule. Aspects of the Mesoamerican cultural heritage still survive among the indigenous peoples who inhabit Mesoamerica, many of whom continue to speak their ancestral languages, and maintain many practices harking back to their Mesoamerican roots."
Meteorology	"Not to be confused with Metrology. For other uses of the root word ""meteor"", see Meteor (disambiguation). For the work by Aristotle, see Meteorology (Aristotle).
Meteorology is the interdisciplinary scientific study of the atmosphere. The study of meteorology dates back millennia, though significant progress in meteorology did not occur until the 18th century. The 19th century saw modest progress in the field after weather observation networks were formed across broad regions. Prior attempts at prediction of weather depended on historical data. It wasn't until after the elucidation of the laws of physics and, more particularly, the development of the computer, allowing for the automated solution of the great many equations that model the weather, in the latter half of the 20th century that significant breakthroughs in weather forecasting were achieved.
Meteorological phenomena are observable weather events that are explained by the science of meteorology. Meteorological phenomena are described and quantified by the variables of Earth's atmosphere: temperature, air pressure, water vapor, mass flow, and the variations and interactions of those, and how they change over time. Different spatial scales are used to describe and predict weather on local, regional, and global levels.
Meteorology, climatology, atmospheric physics, and atmospheric chemistry are sub-disciplines of the atmospheric sciences. Meteorology and hydrology compose the interdisciplinary field of hydrometeorology. The interactions between Earth's atmosphere and its oceans are part of a coupled ocean-atmosphere system. Meteorology has application in many diverse fields such as the military, energy production, transport, agriculture, and construction.
The word ""meteorology"" is from Greek μετέωρος metéōros ""lofty; high (in the sky)"" (from μετα- meta- ""above"" and ἀείρω aeiro ""I lift up"") and -λογία -logia ""-(o)logy"", i.e. ""the study of things in the air""."
Methodological naturalism	"In philosophy, naturalism is the ""idea or belief that only natural (as opposed to supernatural or spiritual) laws and forces operate in the world."" Adherents of naturalism (i.e., naturalists) assert that natural laws are the rules that govern the structure and behavior of the natural universe, that the changing universe at every stage is a product of these laws.
""Naturalism can intuitively be separated into an ontological and a methodological component."" ""Ontological"" refers to the philosophical study of the nature of reality. Some philosophers equate naturalism with materialism. For example, philosopher Paul Kurtz argues that nature is best accounted for by reference to material principles. These principles include mass, energy, and other physical and chemical properties accepted by the scientific community. Further, this sense of naturalism holds that spirits, deities, and ghosts are not real and that there is no ""purpose"" in nature. Such an absolute belief in naturalism is commonly referred to as metaphysical naturalism.
Assuming naturalism in working methods is the current paradigm, without the unfounded consideration of naturalism as an absolute truth with philosophical entailment, called methodological naturalism. The subject matter here is a philosophy of acquiring knowledge based on an assumed paradigm.
With the exception of pantheists—who believe that Nature and God are one and the same thing—theists challenge the idea that nature contains all of reality. According to some theists, natural laws may be viewed as so-called secondary causes of god(s).
In the 20th century, Willard Van Orman Quine, George Santayana, and other philosophers argued that the success of naturalism in science meant that scientific methods should also be used in philosophy. Science and philosophy are said to form a continuum, according to this view."
Michael Faraday	"Michael Faraday /ˈfæ.rəˌdeɪ/ FRS (22 September 1791 – 25 August 1867) was an English scientist who contributed to the fields of electromagnetism and electrochemistry. His main discoveries include those of electromagnetic induction, diamagnetism and electrolysis.
Although Faraday received little formal education, he was one of the most influential scientists in history. It was by his research on the magnetic field around a conductor carrying a direct current that Faraday established the basis for the concept of the electromagnetic field in physics. Faraday also established that magnetism could affect rays of light and that there was an underlying relationship between the two phenomena. He similarly discovered the principle of electromagnetic induction, diamagnetism, and the laws of electrolysis. His inventions of electromagnetic rotary devices formed the foundation of electric motor technology, and it was largely due to his efforts that electricity became practical for use in technology.
As a chemist, Faraday discovered benzene, investigated the clathrate hydrate of chlorine, invented an early form of the Bunsen burner and the system of oxidation numbers, and popularised terminology such as anode, cathode, electrode, and ion. Faraday ultimately became the first and foremost Fullerian Professor of Chemistry at the Royal Institution of Great Britain, a lifetime position.
Faraday was an excellent experimentalist who conveyed his ideas in clear and simple language; his mathematical abilities, however, did not extend as far as trigonometry or any but the simplest algebra. James Clerk Maxwell took the work of Faraday and others, and summarized it in a set of equations that is accepted as the basis of all modern theories of electromagnetic phenomena. On Faraday's uses of the lines of force, Maxwell wrote that they show Faraday ""to have been in reality a mathematician of a very high order – one from whom the mathematicians of the future may derive valuable and fertile methods."" The SI unit of capacitance is named in his honour: the farad.
Albert Einstein kept a picture of Faraday on his study wall, alongside pictures of Isaac Newton and James Clerk Maxwell. Physicist Ernest Rutherford stated; ""When we consider the magnitude and extent of his discoveries and their influence on the progress of science and of industry, there is no honour too great to pay to the memory of Faraday, one of the greatest scientific discoverers of all time""."
Microwave	"Microwaves are a form of electromagnetic radiation with wavelengths ranging from one meter to one millimeter; with frequencies between 300 MHz (100 cm) and 300 GHz (0.1 cm). This broad definition includes both UHF and EHF (millimeter waves), and various sources use different boundaries. In all cases, microwave includes the entire SHF band (3 to 30 GHz, or 10 to 1 cm) at minimum, with RF engineering often restricting the range between 1 and 100 GHz (300 and 3 mm).
The prefix micro- in microwave is not meant to suggest a wavelength in the micrometer range. It indicates that microwaves are ""small"", compared to waves used in typical radio broadcasting, in that they have shorter wavelengths. The boundaries between far infrared, terahertz radiation, microwaves, and ultra-high-frequency radio waves are fairly arbitrary and are used variously between different fields of study.
Beginning at about 40 GHz, the atmosphere becomes less transparent to microwaves, at lower frequencies to absorption from water vapor and at higher frequencies from oxygen. A spectral band structure causes absorption peaks at specific frequencies (see graph at right). Above 100 GHz, the absorption of electromagnetic radiation by Earth's atmosphere is so great that it is in effect opaque, until the atmosphere becomes transparent again in the so-called infrared and optical window frequency ranges.
The term microwave also has a more technical meaning in electromagnetics and circuit theory. Apparatus and techniques may be described qualitatively as ""microwave"" when the frequencies used are high enough that wavelengths of signals are roughly the same as the dimensions of the equipment, so that lumped-element circuit theory is inaccurate. As a consequence, practical microwave technique tends to move away from the discrete resistors, capacitors, and inductors used with lower-frequency radio waves. Instead, distributed circuit elements and transmission-line theory are more useful methods for design and analysis. Open-wire and coaxial transmission lines used at lower frequencies are replaced by waveguides and stripline, and lumped-element tuned circuits are replaced by cavity resonators or resonant lines. In turn, at even higher frequencies, where the wavelength of the electromagnetic waves becomes small in comparison to the size of the structures used to process them, microwave techniques become inadequate, and the methods of optics are used."
Middle ages	"In the history of Europe, the Middle Ages or medieval period lasted from the 5th to the 15th century. It began with the fall of the Western Roman Empire and merged into the Renaissance and the Age of Discovery. The Middle Ages is the middle period of the three traditional divisions of Western history: classical antiquity, the medieval period, and the modern period. The Medieval period is itself subdivided into the Early, High, and Late Middle Ages.
Depopulation, deurbanization, invasion, and movement of peoples, which had begun in Late Antiquity, continued in the Early Middle Ages. The barbarian invaders, including various Germanic peoples, formed new kingdoms in what remained of the Western Roman Empire. In the 7th century, North Africa and the Middle East—once part of the Eastern Roman Empire—came under the rule of the Umayyad Caliphate, an Islamic empire, after conquest by Muhammad's successors. Although there were substantial changes in society and political structures, the break with Antiquity was not complete. The still-sizeable Byzantine Empire survived in the east and remained a major power. The empire's law code, the Corpus Juris Civilis or ""Code of Justinian"", was rediscovered in Northern Italy in 1070 and became widely admired later in the Middle Ages.
In the West, most kingdoms incorporated the few extant Roman institutions. Monasteries were founded as campaigns to Christianise pagan Europe continued. The Franks, under the Carolingian dynasty, briefly established the Carolingian Empire during the later 8th and early 9th century. It covered much of Western Europe but later succumbed to the pressures of internal civil wars combined with external invasions—Vikings from the north, Hungarians from the east, and Saracens from the south.
During the High Middle Ages, which began after 1000, the population of Europe increased greatly as technological and agricultural innovations allowed trade to flourish and the Medieval Warm Period climate change allowed crop yields to increase. Manorialism, the organisation of peasants into villages that owed rent and labour services to the nobles, and feudalism, the political structure whereby knights and lower-status nobles owed military service to their overlords in return for the right to rent from lands and manors, were two of the ways society was organised in the High Middle Ages.
The Crusades, first preached in 1095, were military attempts by Western European Christians to regain control of the Holy Land from Muslims. Kings became the heads of centralised nation states, reducing crime and violence but making the ideal of a unified Christendom more distant. Intellectual life was marked by scholasticism, a philosophy that emphasised joining faith to reason, and by the founding of universities. The theology of Thomas Aquinas, the paintings of Giotto, the poetry of Dante and Chaucer, the travels of Marco Polo, and the Gothic architecture of cathedrals such as Chartres are among the outstanding achievements toward the end of this period and into the Late Middle Ages.
The Late Middle Ages was marked by difficulties and calamities including famine, plague, and war, which significantly diminished the population of Europe; between 1347 and 1350, the Black Death killed about a third of Europeans. Controversy, heresy, and the Western Schism within the Catholic Church paralleled the interstate conflict, civil strife, and peasant revolts that occurred in the kingdoms. Cultural and technological developments transformed European society, concluding the Late Middle Ages and beginning the early modern period."
Modern science	"The history of science is the study of the development of science and scientific knowledge, including both the natural sciences and social sciences. (The history of the arts and humanities is termed as the history of scholarship.) Science is a body of empirical, theoretical, and practical knowledge about the natural world, produced by scientists who emphasize the observation, explanation, and prediction of real world phenomena. Historiography of science, in contrast, often draws on the historical methods of both intellectual history and social history.
The English word scientist is relatively recent—first coined by William Whewell in the 19th century. Previously, people investigating nature called themselves natural philosophers. While empirical investigations of the natural world have been described since classical antiquity (for example, by Thales, Aristotle, and others), and scientific methods have been employed since the Middle Ages (for example, by Ibn al-Haytham, and Roger Bacon), the dawn of modern science is often traced back to the early modern period and in particular to the scientific revolution that took place in 16th- and 17th-century Europe. Scientific methods are considered to be so fundamental to modern science that some consider earlier inquiries into nature to be pre-scientific. Traditionally, historians of science have defined science sufficiently broadly to include those inquiries.
From the 18th century through late 20th century, the history of science, especially of the physical and biological sciences, was often presented in a progressive narrative in which true theories replaced false beliefs. More recent historical interpretations, such as those of Thomas Kuhn, tend to portray the history of science in different terms, such as that of competing paradigms or conceptual systems in a wider matrix that includes intellectual, cultural, economic and political themes outside of science."
Molecule	"A molecule (/ˈmɒlɪkjuːl/) is an electrically neutral group of two or more atoms held together by chemical bonds. Molecules are distinguished from ions by their lack of electrical charge. However, in quantum physics, organic chemistry, and biochemistry, the term molecule is often used less strictly, also being applied to polyatomic ions.
In the kinetic theory of gases, the term molecule is often used for any gaseous particle regardless of its composition. According to this definition, noble gas atoms are considered molecules as they are in fact monoatomic molecules.
A molecule may be homonuclear, that is, it consists of atoms of a single chemical element, as with oxygen (O2); or it may be heteronuclear, a chemical compound composed of more than one element, as with water (H2O). Atoms and complexes connected by non-covalent bonds such as hydrogen bonds or ionic bonds are generally not considered single molecules.
Molecules as components of matter are common in organic substances (and therefore biochemistry). They also make up most of the oceans and atmosphere. However, the majority of familiar solid substances on Earth, including most of the minerals that make up the crust, mantle, and core of the Earth, contain many chemical bonds, but are not made of identifiable molecules. Also, no typical molecule can be defined for ionic crystals (salts) and covalent crystals (network solids), although these are often composed of repeating unit cells that extend either in a plane (such as in graphene) or three-dimensionally (such as in diamond, quartz, or sodium chloride). The theme of repeated unit-cellular-structure also holds for most condensed phases with metallic bonding, which means that solid metals are also not made of molecules. In glasses (solids that exist in a vitreous disordered state), atoms may also be held together by chemical bonds without presence of any definable molecule, but also without any of the regularity of repeating units that characterizes crystals."
Natural science	"Natural science is a branch of science concerned with the description, prediction, and understanding of natural phenomena, based on observational and empirical evidence. Validity, accuracy, and social mechanisms ensuring quality control, such as peer review and repeatability of findings, are amongst the criteria and methods used for this purpose.
Natural science can be broken into two main branches: life science (or biological science) and physical science. Physical science is further broken down into branches, including physics, astronomy, chemistry, and Earth science. All of these branches of natural science are divided into many further specialized branches (also known as fields), and each of these is known as a ""natural science"".
In Western society's analytic tradition, the empirical and especially natural sciences use tools from formal sciences, such as mathematics and logic, converting information about nature into measurements which can be explained as clear statements about the ""laws of nature"". The social sciences also use such methods, but rely more on qualitative research, so that they are sometimes called ""soft science"", whereas natural sciences, insofar as emphasizing quantifiable data produced, tested, and confirmed through the scientific method are sometimes called ""hard science"".
Modern natural science succeeded more classical approaches to natural philosophy, usually traced to ancient Greece. Galileo, Descartes, Francis Bacon, and Newton debated the benefits of using approaches which were more mathematical and more experimental in a methodical way. Still, philosophical perspectives, conjectures, and presuppositions, often overlooked, remain requisite in natural science. Systematic data collection, including discovery science, succeed natural history, which emerged in the 16th century by describing and classifying plants, animals, minerals, and so on. Yet today, natural history suggests observational descriptions aimed at popular audiences."
Natural selection	"Natural selection is the differential survival and reproduction of individuals due to differences in phenotype. It is a key mechanism of evolution, the change in heritable traits of a population over time. Charles Darwin popularised the term ""natural selection""; he compared it with artificial selection (selective breeding).
Variation exists within all populations of organisms. This occurs partly because random mutations arise in the genome of an individual organism, and offspring can inherit such mutations. Throughout the lives of the individuals, their genomes interact with their environments to cause variations in traits. (The environment of a genome includes the molecular biology in the cell, other cells, other individuals, populations, species, as well as the abiotic environment.) Individuals with certain variants of the trait may survive and reproduce more than individuals with other, less successful, variants. Therefore, the population evolves. Factors that affect reproductive success are also important, an issue that Darwin developed in his ideas on sexual selection (which was redefined as being included in natural selection in the 1930s when biologists considered it relatively unimportant,) and on fecundity selection, for example.
Natural selection acts on the phenotype, or the observable characteristics of an organism, but the genetic (heritable) basis of any phenotype that gives a reproductive advantage may become more common in a population (see allele frequency). Over time, this process can result in populations that specialise for particular ecological niches (microevolution) and may eventually result in the emergence of new species (macroevolution). In other words, natural selection is an important process (though not the only process) by which evolution takes place within a population of organisms. Natural selection can be contrasted with artificial selection, in which humans intentionally choose specific traits (although they may not always get what they want). In natural selection there is no intentional choice. In other words, artificial selection is teleological and natural selection is not teleological.
Natural selection is one of the cornerstones of modern biology. The concept, published by Darwin and Alfred Russel Wallace in a joint presentation of papers in 1858, was elaborated in Darwin's influential 1859 book On the Origin of Species, which described natural selection as analogous to artificial selection, a process by which animals and plants with traits considered desirable by human breeders are systematically favoured for reproduction. The concept of natural selection originally developed in the absence of a valid theory of heredity; at the time of Darwin's writing, science had yet to develop modern theories of genetics. The union of traditional Darwinian evolution with subsequent discoveries in classical and molecular genetics is termed the modern evolutionary synthesis. Natural selection remains the primary explanation for adaptive evolution."
Nature	"Nature, in the broadest sense, is the natural, physical, or material world or universe. ""Nature"" can refer to the phenomena of the physical world, and also to life in general. The study of nature is a large part of science. Although humans are part of nature, human activity is often understood as a separate category from other natural phenomena.
The word nature is derived from the Latin word natura, or ""essential qualities, innate disposition"", and in ancient times, literally meant ""birth"". Natura is a Latin translation of the Greek word physis (φύσις), which originally related to the intrinsic characteristics that plants, animals, and other features of the world develop of their own accord. The concept of nature as a whole, the physical universe, is one of several expansions of the original notion; it began with certain core applications of the word φύσις by pre-Socratic philosophers, and has steadily gained currency ever since. This usage continued during the advent of modern scientific method in the last several centuries.
Within the various uses of the word today, ""nature"" often refers to geology and wildlife. Nature can refer to the general realm of living plants and animals, and in some cases to the processes associated with inanimate objects – the way that particular types of things exist and change of their own accord, such as the weather and geology of the Earth. It is often taken to mean the ""natural environment"" or wilderness–wild animals, rocks, forest, and in general those things that have not been substantially altered by human intervention, or which persist despite human intervention. For example, manufactured objects and human interaction generally are not considered part of nature, unless qualified as, for example, ""human nature"" or ""the whole of nature"". This more traditional concept of natural things which can still be found today implies a distinction between the natural and the artificial, with the artificial being understood as that which has been brought into being by a human consciousness or a human mind. Depending on the particular context, the term ""natural"" might also be distinguished from the unnatural or the supernatural."
Newtonian physics	"In physics, classical mechanics and quantum mechanics are the two major sub-fields of mechanics. Classical mechanics is concerned with the set of physical laws describing the motion of bodies under the influence of a system of forces. The study of the motion of bodies is an ancient one, making classical mechanics one of the oldest and largest subjects in science, engineering and technology. It is also widely known as Newtonian mechanics.
Classical mechanics describes the motion of macroscopic objects, from projectiles to parts of machinery, as well as astronomical objects, such as spacecraft, planets, stars, and galaxies. Within classical mechanics are fields of study that describe the behavior of solids, liquids and gases and other specific sub-topics. Classical mechanics also provides extremely accurate results as long as the domain of study is restricted to large objects and the speeds involved do not approach the speed of light. When the objects being examined are sufficiently small, it becomes necessary to introduce the other major sub-field of mechanics, quantum mechanics, which adjusts the laws of physics of macroscopic objects for the atomic nature of matter by including the wave–particle duality of atoms and molecules. When both quantum mechanics and classical mechanics cannot apply, such as at the quantum level with high speeds, quantum field theory (QFT) becomes applicable.
The term classical mechanics was coined in the early 20th century to describe the system of physics begun by Isaac Newton and many contemporary 17th century natural philosophers, and is built upon the earlier astronomical theories of Johannes Kepler, which in turn were based on the precise observations of Tycho Brahe and the studies of terrestrial projectile motion of Galileo. Since these aspects of physics were developed long before the emergence of quantum physics and relativity, some sources exclude Einstein's theory of relativity from this category. However, a number of modern sources do include relativistic mechanics, which in their view represents classical mechanics in its most developed and most accurate form.
The earliest development of classical mechanics is often referred to as Newtonian mechanics, and is associated with the physical concepts employed by and the mathematical methods invented by Newton, Leibniz, and others. Later, more abstract and general methods were developed, leading to reformulations of classical mechanics known as Lagrangian mechanics and Hamiltonian mechanics. These advances were largely made in the 18th and 19th centuries, and they extend substantially beyond Newton's work, particularly through their use of analytical mechanics."
Nobel Prize	"The Nobel Prize (/ˈnoʊbɛl/, Swedish pronunciation: [nʊˈbɛl]; Swedish definite form, singular: Nobelpriset; Norwegian: Nobelprisen) is a set of annual international awards bestowed in a number of categories by Swedish and Norwegian committees in recognition of academic, cultural and/or scientific advances.
The will of the Swedish inventor Alfred Nobel established the prizes in 1895. The prizes in Chemistry, Literature, Peace, Physics, and Physiology or Medicine were first awarded in 1901. The related Nobel Memorial Prize in Economic Sciences was established by Sweden's central bank in 1968. Medals made before 1980 were struck in 23 carat gold, and later from 18 carat green gold plated with a 24 carat gold coating. Between 1901 and 2015, the Nobel Prizes and the Prize in Economic Sciences were awarded 573 times to 900 people and organizations. With some receiving the Nobel Prize more than once, this makes a total of 870 individuals (822 men and 48 women) and 23 organizations.
The prize ceremonies take place annually in Stockholm, Sweden, except for the peace prize which is held in Oslo, Norway and each recipient, or laureate, receives a gold medal, a diploma and a sum of money that has been decided by the Nobel Foundation. (As of 2012, each prize was worth SEK8 million or about US$1.2 million, €0.93 million or £0.6 million.) The Nobel Prize is widely regarded as the most prestigious award available in the fields of literature, medicine, physics, chemistry, peace, and economics.
The Royal Swedish Academy of Sciences awards the Nobel Prize in Physics, the Nobel Prize in Chemistry, and the Nobel Memorial Prize in Economic Sciences; the Nobel Assembly at Karolinska Institutet awards the Nobel Prize in Physiology or Medicine; the Swedish Academy grants the Nobel Prize in Literature; and the Nobel Peace Prize is awarded not by a Swedish organisation but by the Norwegian Nobel Committee.
The prize is not awarded posthumously; however, if a person is awarded a prize and dies before receiving it, the prize may still be presented. Though the average number of laureates per prize increased substantially during the 20th century, a prize may not be shared among more than three people."
Nuclear chemistry	"Nuclear chemistry is the subfield of chemistry dealing with radioactivity, nuclear processes, such as nuclear transmutation, and nuclear properties.
It is the chemistry of radioactive elements such as the actinides, radium and radon together with the chemistry associated with equipment (such as nuclear reactors) which are designed to perform nuclear processes. This includes the corrosion of surfaces and the behavior under conditions of both normal and abnormal operation (such as during an accident). An important area is the behavior of objects and materials after being placed into a nuclear waste storage or disposal site.
It includes the study of the chemical effects resulting from the absorption of radiation within living animals, plants, and other materials. The radiation chemistry controls much of radiation biology as radiation has an effect on living things at the molecular scale, to explain it another way the radiation alters the biochemicals within an organism, the alteration of the biomolecules then changes the chemistry which occurs within the organism, this change in chemistry then can lead to a biological outcome. As a result, nuclear chemistry greatly assists the understanding of medical treatments (such as cancer radiotherapy) and has enabled these treatments to improve.
It includes the study of the production and use of radioactive sources for a range of processes. These include radiotherapy in medical applications; the use of radioactive tracers within industry, science and the environment; and the use of radiation to modify materials such as polymers.
It also includes the study and use of nuclear processes in non-radioactive areas of human activity. For instance, nuclear magnetic resonance (NMR) spectroscopy is commonly used in synthetic organic chemistry and physical chemistry and for structural analysis in macromolecular chemistry."
Nuclear fusion	"In nuclear physics, nuclear fusion is a nuclear reaction in which two or more atomic nuclei come very close and then collide at a very high speed and join to form a new nucleus. During this process, matter is not conserved because some of the matter of the fusing nuclei is converted to photons (energy). Fusion is the process that powers active or ""main sequence"" stars, or other high magnitude stars.
The fusion of two nuclei with lower masses than iron-56 (which, along with nickel-62, has the largest binding energy per nucleon) generally releases energy, while the fusion of nuclei heavier than iron absorbs energy. The opposite is true for the reverse process, nuclear fission. This means that generally only lighter elements are fusable, such as hydrogen and helium, and likewise, that generally only heavier elements are fissionable, such as uranium and plutonium. There are extreme astrophysical events that can lead to short periods of fusion with heavier nuclei. This is the process that gives rise to nucleosynthesis, the creation of the heavy elements during events such as a supernova.
Following the discovery of quantum tunneling by physicist Friedrich Hund, in 1929 Robert Atkinson and Fritz Houtermans used the measured masses of light elements to predict that large amounts of energy could be released by fusing small nuclei. Building upon the nuclear transmutation experiments by Ernest Rutherford, carried out several years earlier, the laboratory fusion of hydrogen isotopes was first accomplished by Mark Oliphant in 1932. During the remainder of that decade the steps of the main cycle of nuclear fusion in stars were worked out by Hans Bethe. Research into fusion for military purposes began in the early 1940s as part of the Manhattan Project. Fusion was accomplished in 1951 with the Greenhouse Item nuclear test. Nuclear fusion on a large scale in an explosion was first carried out on November 1, 1952, in the Ivy Mike hydrogen bomb test.
Research into developing controlled thermonuclear fusion for civil purposes also began in earnest in the 1950s, and it continues to this day."
Nuclear magnetic resonance	"Nuclear magnetic resonance (NMR) is a physical phenomenon in which nuclei in a magnetic field absorb and re-emit electromagnetic radiation. This energy is at a specific resonance frequency which depends on the strength of the magnetic field and the magnetic properties of the isotope of the atoms; in practical applications, the frequency is similar to VHF and UHF television broadcasts (60–1000 MHz). NMR allows the observation of specific quantum mechanical magnetic properties of the atomic nucleus. Many scientific techniques exploit NMR phenomena to study molecular physics, crystals, and non-crystalline materials through nuclear magnetic resonance spectroscopy. NMR is also routinely used in advanced medical imaging techniques, such as in magnetic resonance imaging (MRI).
All isotopes that contain an odd number of protons and/or of neutrons (see Isotope) have an intrinsic magnetic moment and angular momentum, in other words a nonzero spin, while all nuclides with even numbers of both have a total spin of zero. The most commonly studied nuclei are 1H and 13C, although nuclei from isotopes of many other elements (e.g. 2H, 6Li, 10B, 11B, 14N, 15N, 17O, 19F, 23Na, 29Si, 31P, 35Cl, 113Cd, 129Xe, 195Pt) have been studied by high-field NMR spectroscopy as well.
A key feature of NMR is that the resonance frequency of a particular substance is directly proportional to the strength of the applied magnetic field. It is this feature that is exploited in imaging techniques; if a sample is placed in a non-uniform magnetic field then the resonance frequencies of the sample's nuclei depend on where in the field they are located. Since the resolution of the imaging technique depends on the magnitude of magnetic field gradient, many efforts are made to develop increased field strength, often using superconductors. The effectiveness of NMR can also be improved using hyperpolarization, and/or using two-dimensional, three-dimensional and higher-dimensional multi-frequency techniques.
The principle of NMR usually involves two sequential steps:
The alignment (polarization) of the magnetic nuclear spins in an applied, constant magnetic field B0.
The perturbation of this alignment of the nuclear spins by employing an electro-magnetic, usually radio frequency (RF) pulse. The required perturbing frequency is dependent upon the static magnetic field (H0) and the nuclei of observation.
The two fields are usually chosen to be perpendicular to each other as this maximizes the NMR signal strength. The resulting response by the total magnetization (M) of the nuclear spins is the phenomenon that is exploited in NMR spectroscopy and magnetic resonance imaging. Both use intense applied magnetic fields (H0) in order to achieve dispersion and very high stability to deliver spectral resolution, the details of which are described by chemical shifts, the Zeeman effect, and Knight shifts (in metals).
NMR phenomena are also utilized in low-field NMR, NMR spectroscopy and MRI in the Earth's magnetic field (referred to as Earth's field NMR), and in several types of magnetometers."
Nuclear magnetic resonance spectroscopy	"Nuclear magnetic resonance spectroscopy, most commonly known as NMR spectroscopy, is a research technique that exploits the magnetic properties of certain atomic nuclei. It determines the physical and chemical properties of atoms or the molecules in which they are contained. It relies on the phenomenon of nuclear magnetic resonance and can provide detailed information about the structure, dynamics, reaction state, and chemical environment of molecules. The intramolecular magnetic field around an atom in a molecule changes the resonance frequency, thus giving access to details of the electronic structure of a molecule.
Most frequently, NMR spectroscopy is used by chemists and biochemists to investigate the properties of organic molecules, although it is applicable to any kind of sample that contains nuclei possessing spin. Suitable samples range from small compounds analyzed with 1-dimensional proton or carbon-13 NMR spectroscopy to large proteins or nucleic acids using 3 or 4-dimensional techniques. The impact of NMR spectroscopy on the sciences has been substantial because of the range of information and the diversity of samples, including solutions and solids.
NMR spectra are unique, well-resolved, analytically tractable and often highly predictable for small molecules. Thus, in organic chemistry practice, NMR analysis is used to confirm the identity of a substance. Different functional groups are obviously distinguishable, and identical functional groups with differing neighboring substituents still give distinguishable signals. NMR has largely replaced traditional wet chemistry tests such as color reagents for identification. A disadvantage is that a relatively large amount, 2–50 mg, of a purified substance is required, although it may be recovered. Preferably, the sample should be dissolved in a solvent, because NMR analysis of solids requires a dedicated MAS machine and may not give equally well-resolved spectra. The timescale of NMR is relatively long, and thus it is not suitable for observing fast phenomena, producing only an averaged spectrum. Although large amounts of impurities do show on an NMR spectrum, better methods exist for detecting impurities, as NMR is inherently not very sensitive.
NMR spectrometers are relatively expensive; universities usually have them, but they are less common in private companies. Modern NMR spectrometers have a very strong, large and expensive liquid helium-cooled superconducting magnet, because resolution directly depends on magnetic field strength. Less expensive machines using permanent magnets and lower resolution are also available, which still give sufficient performance for certain application such as reaction monitoring and quick checking of samples. There are even benchtop NMR spectrometers."
