title	plot
Knocked Up 	"Alison Scott (Katherine Heigl) is a career-minded woman who has just been given an on-air role with E! and is living in the pool house with her sister Debbie's (Leslie Mann) family. Ben Stone (Seth Rogen) is laid-back and sardonic. He lives off funds received in compensation for an injury and sporadically works on a celebrity porn website with his roommates (Jay Baruchel, Jonah Hill, Jason Segel and Martin Starr), in between smoking marijuana or going off with them at theme parks such as Knott's Berry Farm. While celebrating her promotion, Alison meets Ben at a local nightclub. After a night of drinking, they end up having sex. Due to a misunderstanding, they don't use protection: Alison uses the phrase ""Just do it already"" to encourage Ben to put the condom on, but he misinterprets this to mean to dispense with using one. The following morning, they quickly learn over breakfast that they have little in common and go their separate ways, which leaves Ben visibly upset.
Eight weeks later, Alison experiences morning sickness during an interview with James Franco and realizes she could be pregnant. She contacts Ben for the first time since their one-night stand to tell him. Although insensitive at first, Ben says he will be there to support Alison. While he is still unsure about being a parent, his father (Harold Ramis) is excited. Alison's mother (Joanna Kerns) tries to persuade her daughter to have an abortion, but Alison decides to keep the child. Later, Alison and Ben decide to give their relationship a chance. The couple's efforts include Ben making an awkward marriage proposal with an empty ring box, promising to get her one someday. Alison thinks it's too early to think about marriage, because she is more concerned with hiding the pregnancy from her bosses, believing that they will fire her if they ever found out. After a somewhat promising beginning, tensions surface in the relationship.
Alison is increasingly worried about Ben's lack of responsibility and commitment, and has doubts about the longevity of their relationship. These thoughts are due to her sister's unhappy marriage. Debbie's husband, Pete (Paul Rudd), works as a talent scout for rock bands, but he leaves at odd hours in the night, which makes her suspect he is having an affair. Upon investigating, she learns that he is actually part of a fantasy baseball draft, which he explains he participates in to be free from Debbie's controlling manner. This results in their separation, and when Ben expresses amusement at Pete's deception, it leads to a heated argument with Alison as they drive to her doctor. Angered, she ejects him from her car and abandons him in the middle of a busy street. He tracks her down to her appointment and they both start another argument, leading to their own breakup. Ben and Pete decide to go on a road trip to Las Vegas.
Under the heavy influence of psychedelic mushrooms, they realize their loss and decide to take responsibility for their relationships. Simultaneously, Debbie drags a timid Alison out partying with her, but they are refused admission to a nightclub by its apologetic bouncer (Craig Robinson) on account of Debbie's age and Alison's pregnancy, leading to Debbie's tearful laments about her life and her desire to have Pete back. They reconcile at their daughter's birthday party, but when Ben tries to work things out with Alison, she doesn't want to get back together. Alison's boss finds out about her pregnancy, and sees an opportunity to boost ratings with female viewers by having Alison interview pregnant celebrities. After a talk with his father, Ben decides to take responsibility and goes to great effort to change his ways, including moving out of his friends' house, getting an office job as a web designer, and creating a baby's room in his new apartment.
He also starts reading the pregnancy books that he had purchased early on. When Alison goes into labor and is unable to contact her doctor, she calls Ben, as Debbie and Pete are at Legoland. Ben discovers that the gynecologist they had been seeing (Loudon Wainwright) is out of town, despite having assured them that he never took vacations. Ben calls him and leaves a furious voicemail, threatening murder. During labor, Alison apologizes for doubting Ben's commitment and admits that she never thought the man who got her pregnant would be the right one for her. When Debbie and Pete arrive at the hospital, Ben adamantly refuses to allow her to be at Alison's side, insisting that it's his place. Debbie is both furious and impressed that Ben took charge of the situation and begins to change her formerly negative opinion about him. The couple welcomes a baby girl (a boy in the alternate ending) and settle down happily together in a new apartment in Los Angeles."
Kronk's New Groove 	"Emperor Kuzco (David Spade) narrates the story about Kronk Pepikrankenitz (Patrick Warburton), now chef and Head Delivery Boy of Mudka's Meat Hut, is fretting over the upcoming visit of his father. Kronk's father always disapproved of young Kronk's culinary interests and wished that Kronk instead would settle down with a wife and a large house on a hill.
In a flashback, Kronk tells the story of how he almost had both of these. As unwitting accomplice to Yzma (Eartha Kitt), the villainess of the first film who turned into a cat at the end of the original, but is now human again despite still having a tail, he goes along with her plan to sell sewer slime as a youth potion, he makes enough money to buy the old folks' home from the old folks and put his large new home there. Eventually Yzma is revealed as a fake and the old folks chase her down and corner her at a bridge over a river full of crocodiles. To prevent them from attacking her, she transforms herself into a rabbit, but is then caught and taken away by a condor. When Kronk realizes the old folks have sold everything they own in return for something which doesn't work, he gives his home back to them.
Kronk, as camp counselor of the Junior Chipmunks at Camp Chippamunka he falls in love with fellow counselor Miss Birdwell (Tracey Ullman); but when one of his Chipmunks, Tipo, pulls a prank to win the camp championships and is caught, Kronk protects the boy at the cost of alienating his love.
Kronk's father (John Mahoney) arrives and confusion ensues as several supportive friends try to pass themselves off to him as Kronk's wife and kids. But in the end Kronk realizes that his wealth is in his friendships, and this finally wins his father's thumbs up and Miss Birdwell's love.
Meanwhile, just outside the house, Yzma is in the condor's nest with two eggs, which hatch and presumably attack her before the credits roll."
Kung Fu Hustle 	"In Shanghai during the 1930s, Sing and his friend Bone attempt to join the Deadly Axe Gang, which ruthlessly controls the city under the leadership of Brother Sum. Sing seeks to restore his confidence after being humiliated as a young boy while trying to protect a mute girl from bullies, due to the failure of the Buddhist Palm method he had learned from a pamphlet he bought from a beggar. Sing and Bone attempt to intimidate the residents of Pig Sty Alley but are chased off by its Landlady. Hearing of this, Sum orders Sing and Bone captured, while sending the Gang to reassert its authority in the wake of the humiliation. Three of the tenants, Coolie, Fairy, and Donut, reveal themselves to be martial arts masters, defeating more than fifty of the Gang. Fearing retribution, the Landlady evicts the three, but they encounter a pair of hired assassins who fight using a magical guqin that launches invisible blades. Coolie is beheaded, and Fairy and Donut are mortally wounded before the Landlady and her husband the Landlord reveal that they too are martial arts masters, having gone into self-exile after the death of their son. The two defeat the assassins but Fairy and Donut die from their injuries. The Landlords temporarily evacuate the other tenants for their safety.
Meanwhile, Sing engineers their escape from their confinement, and Sum is impressed, offering them membership in the Gang if they can kill a person. Sing and Bone attempt to kill the Landlady, but their plan backfires, and Sing barely escapes from the Landlady's wrath. Seeking safety in a traffic pulpit, Sing is surprised as his body rapidly heals from the injuries sustained in the escape, the pain causing him to strike the sides of the pulpit with kung-fu-like force. Later, he attempts to mug an ice cream vendor, who turns out to be the mute girl; she offers him a lollipop but he knocks it away, humiliated at himself. After sending Bone away, blaming his failure on Bone, Sing accidentally meets the Axe Gang again, and he was told to see Sum. Sum wants Sing to use his escape skills to free the legendary fighter, the Beast, from a mental asylum to use against Pig Sty Alley, offering Sing membership in the Gang for doing so. The Beast turns out to be a middle-aged, slovenly, and flippant man, but is quickly shown to be cold and ruthless.
When the Landlords arrive at the Axe Gang casino to settle the score, Sum sends the Beast to fight them. During the fight, he stabs both with hidden blades, weakening but not defeating them. Sum orders Sing to strike the Landlord to break the stalemate, but Sing has a change of heart and strikes the Beast instead. The Beast turns and pummels Sing until he is rescued by the Landlords and taken back to Pig Sty Alley. The Beast kills Sum for disrupting his fight, and then orders an all-out assault on Pig Sty Alley.
Back at the Alley, Sing undergoes a transformation brought on by the Beast's attack, fully healing himself and making him a kung-fu master himself. He sees to the well-being of the Landlords as the Gang arrives. Sing easily defeats the Gang and faces the Beast alone. The Beast uses his Toad style maneuvers to launch Sing high into the air. While aloft, Sing comes to peace with Buddha, and is able to use the Buddhist Palm method to subdue the Beast. The Beast accepts his defeat and asks Sing to be his master.
Sometime later, Sing and Bone have opened a candy store; when Sing sees the ice cream vendor outside, he invites her in to share their childhood memories. Others like the Landlords enjoy the city without fear of the Axe Gang. The same beggar that had sold the pamphlet to Sing as a child is then shown attempting to sell another one to a young boy."
Kung Fu Panda 	"The story is set in the Valley of Peace, a fictional land in ancient China inhabited by anthropomorphic animals. Po, a giant panda, is a kung fu fanatic who idolizes the Furious Five; Tigress, Monkey, Mantis, Viper, and Crane; a quintet of kung fu students trained by the red panda Master Shifu. As he helps his goose adoptive father Mr. Ping in his noodle restaurant, Po is unable to pursue his dream of becoming a kung fu master himself.
Grand Master Oogway, an old tortoise and Shifu's mentor, has a vision that Shifu's adoptive son and former student, the evil snow leopard Tai Lung, will escape from prison and return to the Valley of Peace to take revenge for being denied the Dragon Scroll, which is said to hold the secret to limitless power. Shifu is alarmed and sends his messenger, the goose Zeng, to prevent Tai Lung's escape. He then holds a kung fu tournament for the Furious Five so that Oogway may identify the Dragon Warrior, the one kung fu master worthy of receiving the Dragon Scroll and capable of defeating Tai Lung. Forced to take a cumbersome noodle cart to the tournament, Po arrives as the arena doors close and is unable to enter. Desperate to see the Dragon Warrior chosen, Po straps himself to a set of fireworks, rockets into the sky, and crashes into the middle of the arena and opens his eyes to see Oogway pointing his finger at him. To the audience's surprise, Po's confusion, and the Furious Five's dismay, Oogway proclaims Po as the Dragon Warrior.
Believing Oogway's decision to be a mistake, Shifu tries to get rid of Po by ridiculing him into quitting kung fu training coupled with a torturous training regime. The Furious Five similarly mock and disdain of Po as an upstart with no skill in kung fu. After receiving encouragement from Oogway, Po endures his grueling training and slowly begins to befriend the Five with his tenacity, culinary skill, and good humor. Meanwhile, Tai Lung escapes from prison as foreseen by Oogway, ironically picking his locks with one of Zeng's feathers. Shifu learns of Tai Lung's escape from Zeng and informs Oogway, who extracts a promise from Shifu to believe in Po and then ascends to the sky in a cloud of peach blossoms. Still unable to grasp the basics of kung fu, Po despairingly admits that he has no chance of defeating Tai Lung. Shifu, however, discovers that Po is capable of impressive physical feats when motivated by food. Using food as positive reinforcement, Shifu successfully trains Po to incorporate these feats into an effective kung fu style.
Meanwhile, the Furious Five set out to stop Tai Lung themselves, only to be overwhelmed and defeated by Tai Lung's nerve strikes. Shifu decides that Po is ready to receive the Dragon Scroll, but the scroll reveals nothing but a blank reflective surface. Believing the scroll to be useless, Shifu orders Po and the Five to evacuate the valley. As Tai Lung arrives and fights Shifu, the distraught Po finds his father who, in an attempt to console him, reveals that the long-withheld secret ingredient to his famous ""secret ingredient soup"" is ""nothing"", explaining that things become special if they are believed to be. Po realizes that this concept is the entire point of the Dragon Scroll, and goes back to confront Tai Lung before he is able to kill Shifu.
Po becomes a formidable challenge for Tai Lung as he guards the Dragon Scroll, with an unorthodox fighting style that confuses and frustrates his opponent; Tai Lung's otherwise debillitating nerve strikes don't affect Po due to his body fat. Tai Lung momentarily bests Po and retrieves the scroll, but is unable to understand or accept its symbolic meaning. Po ultimately defeats him using the mysterious Wuxi Finger Hold. Po is praised by the Valley of Peace and earns the respect of all the Furious Five, who fully acknowledge him as a true kung fu master. Po then finds Shifu, who finally attains inner peace with the valley safe once more. After Po and Shifu take a long nap, Po invites Shifu for a bite to eat.
In a post-credits scene, Po and Shifu are seen sharing a meal of dumplings next to the blooming peach tree, while the peach seed Oogway planted earlier is shown to have sprouted into a small sapling."
Kung Pow! Enter the Fist 	"A man, called The Chosen One by the narrator, wanders from town to town to search for the man who killed his parents and tried to kill him when he was a baby. In one town, he meets Master Tang, a very ill and slightly deranged sifu, and asks Tang to help him improve his already impressive martial arts ability. Master Tang is skeptical at first, but after seeing The Chosen One's mark (his sentient tongue, which he names Tonguey), he allows him to train at his dojo. The Chosen One is introduced to two other students: Wimp Lo, a young man who was deliberately trained incorrectly as a joke, and Ling, who has feelings for him.
While training, The Chosen One shows cartoon-like feats of strength, and Wimp Lo deems him an enemy out of jealousy. Upon learning that Master Pain, the man who killed his parents, has just arrived in town, The Chosen One prepares to confront him. Master Pain draws a crowd and demonstrates his skills. He lets his henchmen kick him repeatedly in the groin, then subdues them all in one move. Impressed by Master Pain's skills, the town's mayor hires him, and he randomly changes his name to Betty. The Chosen One attempts to train himself by letting people kicking him in the groin, but immediately passes out after being hit. When he wakes up, a mysterious woman named Whoa warns him not to rush to fight Betty. After flirtily fighting The Chosen One, Whoa flies off into the sky.
Ignoring the advice, The Chosen One sets off to find Betty. He comes across one of Betty's evil companions: Moo Nieu (pronounced ""moon you""), a Holstein cow gifted in karate, with a large udder that can squirt milk as a weapon. They fight in a scene parodying The Matrix, and The Chosen One eventually incapacitates Moo Nieu by milking her until her udder is empty. He sees Betty at a waterfall and confronts him. Master Doe, Ling's Father, shows up and tries to stop the unprepared Chosen One, and is wounded by Betty. The Chosen One takes Master Doe to Master Tang; it turns out they are old friends. However, as Tang massages Doe's wound, it doesn't closes and Doe dies that night. Out of depression, Ling confesses her feelings for The Chosen One.
Confused, The Chosen One journeys out to a field and consults the heavens for confidence. Suddenly Mu-Shu Fasa, a large sentient lion, appears in the sky and dispenses advice in a scene parodying a portion of The Lion King. He returns to town and finds that Betty's hostility has expanded to the entire town, and they are killing anyone who may be his allies. He finds Wimp Lo, Ling, Master Tang and even his Dog heavily maimed. However, except for Lo, they all survive. After taking Ling and his dog to safety, The Chosen One begins training himself. Believing Betty's weak points are the pyramid spikes embedded in his chest, The Chosen One makes wooden dummies, embed similar spikes onto their chests and attempts to pluck them out with his bare hands. His hands are battered and he is exhausted, but after Ling treats his wounds and gives an inspiring speech, he finds himself rejuvenated and successfully pulls off the attack.
Meanwhile, Betty is called by the mysterious Evil Council and learns that The Chosen One is alive. The Chosen One confronts Betty at the temple. They fight evenly, until the Evil Council reveal themselves to be aliens from France, and gives Betty supernatural powers. Betty viciously beats up The Chosen One, who, in a semi-unconscious state, sees visions of Whoa and Mu-Shu Fasa giving him advice. Mu-Shu instructs him to open his mouth. As soon as he does, Tonguey flies out and attacks the mother ship, causing the entire Evil Council armada to panic and retreat, leaving Betty vulnerable. The Chosen One rips the pyramid spikes out of Betty's chest, killing him. As The Chosen One returns home with Ling, his tribulations are far from over, as presented in a trailer for a fictional sequel, Kung Pow 2: Tongue of Fury, that immediately follows the final scene.
In a post-credit scene, Master Tang asks someone to help him from an eagle pecking his leg."
Ladder 49 	"The film opens with Baltimore firefighter Jack Morrison (Joaquin Phoenix) saving a man's life in a massive four-alarm fire in a 20-story concrete grain elevator/warehouse in the Canton waterfront neighborhood of Baltimore, Maryland; however the grain being stored in the warehouse explodes, sending Jack falling through several floors, breaking his leg on landing. The film follows the efforts of the other men in his unit, Ladder Company 49, led by the commands of Deputy Chief Mike Kennedy (John Travolta), Jack's longtime mentor, to rescue him while Morrison tries to reach a safe area of the burning structure. Interspersed with the current rescue efforts are a series of flashbacks showing how Jack joined the fire department, his first meeting (at a supermarket) with the woman who would eventually become his wife (Jacinda Barrett), his relationship with his children, and the bonds he formed and the trials and tribulations he endured with his fellow firefighters.
After graduating from the fire academy, Jack is sent to work on Baltimore City Fire Department (BCFD) Engine Company 33, in the busiest firehouse in the city. Quartered with Engine 33 is Ladder Company 49. On Engine 33, Jack learns the ropes of firefighting. He quickly becomes close friends with his fellow firefighters, including Mike Kennedy, his Captain at the time. Jack's first fire takes place at a burning vacant rowhouse. Engine 33 and Ladder 49 respond and are the first companies on the scene. Jack and Mike enter the building with a hose line and tackle the blaze, with Jack on the nozzle of the hose. They quickly and triumphantly extinguish it.
After some time working on Engine 33, Jack arrives at the scene of another vacant rowhouse fire, where a fellow firefighter from Ladder 49, Dennis Gauquin (Billy Burke), dies after falling through a roof of the building. Jack decides, although it is more dangerous, to take his friend's position as a ""truckie"", a search and rescue member on Ladder 49 by transferring to the Truck.
As the years go by, Jack suffers some traumatic experiences, including rescuing a man from the ledge of a burning high-rise building in Downtown Baltimore, and witnessing another friend and fellow firefighter from Ladder 49, Tommy Drake (Morris Chestnut), burned beyond recognition following a steam explosion at an industrial building who continues firefighting even after sustaining such a terrible injury. He finds the work rewarding, but his wife initially worries about his safety and opposes the change. However, she eventually accepts his new role and even talks him out of taking an administrative position that Mike, who has now become a Deputy Chief, offers him.
One Christmas Eve, Jack and the members of Engine 33 and Ladder 49 respond to a burning apartment building. Jack is able to rescue a young girl trapped in an engulfed apartment, but is briefly trapped himself before being rescued by a fellow Firefighter from Ladder 49, Leonard ""Lenny"" Richter (Robert Patrick). Both men receive the department's Medal of Valor for their actions.
Back at the grain building fire that opened the film, Jack's fellow firefighters become extremely determined to rescue him, and Jack does his best to reach the only possible safe area Mike tells him about. However, upon reaching that room he sees that the only exit is cut off by raging flames and, out of air and with the heat intensifying, Jack realizes his situation is hopeless. He radios Mike to pull his men back, so no one else will be hurt while trying to rescue him. Mike reluctantly agrees, and Jack accepts his fate to die in the fire, devastating Mike.
At Jack's funeral, Mike delivers an emotional eulogy in celebration of Jack's life, which inspires a standing ovation from friends and family in attendance. Jack's body is then carried to his resting place, with full honors, on the back of Engine 33 in a typical fireman's funeral procession. The film ends with flashbacks of Jack and his fellow firefighters going to fires and a final shot of Mike and Jack coming out of Jack's first ever burning building in triumph."
Lady and the Tramp II: Scamp's Adventure 	"Lady and Tramp have had three spunky but well-mannered daughters, Annette, Danielle, and Colette, and a feisty and playful but rambunctious and mischievous son, Scamp. After causing a mess while chasing after a ball tossed by the family baby, Jim Jr. in the house, Scamp is chained to a doghouse outside by Jim Dear. Tramp tries to reason with his son, but Scamp's unrelenting desire to be a ""wild dog"" causes a fed-up Tramp to lose his temper and go back inside in anger. Scamp then sees a pack of stray dogs harassing the dogcatcher outside the yard and becomes intrigued. He manages to break free from his chain and runs off to find them. He finds a beautiful member of the pack, Angel, and they go to the junkyard with the rest of the Junkyard Dogs. Meanwhile, Lady goes outside to reconcile with Scamp. Realizing that he is gone, she alerts Tramp and the family to start a search party.
Scamp attempts to join the Junkyard Dogs, but their tough leader, Buster, demands that he pass a series of tests first. During the first test, Scamp sneaks up on a large, savage street dog named Reggie, and steals a tin can from his doghouse. Although Reggie chases him, Scamp manages to evade the dog and watches him get caught by the dogcatcher. Later, in the park, one of the Junkyard Dogs tells a colourful story about how Tramp, a former stray that the Junkyard Dogs worshipped, once escaped a horde of dogcatchers. Buster angrily reminds them that Tramp then ran off with Lady to become a house pet. Scamp is surprised but does not believe that his father used to be a Junkyard Dog.
Meanwhile, Lady and Tramp, along with Jock and Trusty, search for him. After a romantic stroll, Scamp and Angel happen upon his family searching for him. When he evades them, Angel is disgusted that he would choose living on the streets over a loving family, as she herself was once a house pet. At a picnic, the Junkyard Dogs see Scamp's old family. Realizing that Scamp is Tramp's son, Buster orders Scamp to steal a chicken from his family's picnic. Determined to prove that he is a Junkyard Dog, Scamp does so. Tramp follows him to an alley, where he confronts and asks him to come home, but Scamp refuses and decides to stay with Buster. So, Buster officially declares Scamp as a Junkyard Dog by removing his collar, much to Tramp's dismay.
While celebrating, Angel scolds Scamp for what he said to Tramp. After Buster mockingly asks Scamp if he wants to be a house dog, Scamp snaps and accidentally reveals that Angel wants to be one. Buster then kicks her out of the pack and she leaves, upset with Scamp and breaking the relationship off. He searches for her to apologize, but she hides from him. Buster, still wishing revenge on Tramp, sets up a trap so that Scamp gets caught by the dogcatcher. Alone and scared in the back of the dogcatcher's van, he suddenly realizes how selfish he has been. Feeling guilty for what he has done, he wishes he was home with his family. As the van reaches the pound, Angel sees Scamp in the van and goes to alert his family.
Meanwhile, Scamp is placed in a cage with Reggie, who wants revenge on him for letting him get caught by the dogcatcher. Tramp, arriving just in time, manages to fight off Reggie and save his son from death. The dogcatcher tries to capture them, but is bitten in the rear by Angel and falls unconscious. Before they head home, Scamp apologizes for running away and Tramp apologizes for being too harsh with him. They head to the junkyard, where Scamp retrieves his collar and traps Buster under piles of junk. The pack members abandon Buster and go to find loving families. Tramp, Scamp and Angel return home, where the family decides to adopt Angel, with Annette, Danielle and Colette admiring her, while Jim gives a displeased Scamp a bath."
Lady in the Water 	"One evening, Cleveland Heep (Paul Giamatti), who became a handyman at a Philadelphia apartment complex after his family was murdered, discovers Story (Bryce Dallas Howard), a naiad-like character (called a Narf) from the Blue World, in his building's pool, immediately rescuing her from an attack by a ""Scrunt"", a grass-covered lupine that lies preternaturally flat.
Story is here to find a specific writer whose book will better humanity's future. After questioning residents Farber (Bob Balaban), Bell (Mary Beth Hurt), Dury (Jeffrey Wright), and five nameless smokers, Heep discovers the author, Vick Ran (M. Night Shyamalan), who is writing The Cookbook, containing views and ideas so significant they will inspire a future President, a great Midwestern orator, to greatly change the world for the better. Ran meeting Story eliminates his fear and sharpens his inner voice, but he learns he will be assassinated because of the controversial nature of his ideas.
The Tartutic, an invincible simian trio that serve as the Blue World's peacekeepers, have forbidden that Story be attacked while returning home. The Scrunt nonetheless does just that, as Story is destined to be a great leader as well. To return safely, she will now need the help of a Symbolist, Guardian, Guild, and Healer. Story believes Heep to be her Guardian; Heep asks Farber, a West Coast émigré turned film critic, to help him figure out the others' identities. Working off movie tropes, Farber misadvises Heep, leading him to a flawed conclusion that Dury is the Symbolist, the smokers are the Guild, and Bell is the Healer.
Heep asks Story how to ""practice"" for the confrontation but nearly dies in the process, convincing him he's not the Guardian. The next night, Farber's bad advice leads to their plan's immediate failure. In the confusion, Farber is killed and Story is mortally wounded by the Scrunt. Dury suddenly realizes his son Joey (Noah Gray-Cabey) is the Symbolist. Interpreting the information on cereal boxes, Joey deduces the true Guild is composed of seven sisters, that two new men must be present, and that the Healer is male, soon revealed to be Heep. He goes about healing Story by ""bringing forth [his] energy"" (his repressed grief). Story's departure starts again, but the Scrunt attacks; it is stopped by the gaze of Reggie (Freddy Rodríguez), a lopsidedly muscled tenant who is the true Guardian. Reggie's gaze, capable of compelling the Scrunt to slowly retreat, is distracted by the cry of the Great Eatlon, a giant eagle who will ferry Story home. When Reggie breaks eye contact, the Scrunt leaps, but the Tartutic arrive and drag it away. Heep thanks Story for saving his life as she hugs him goodbye. The Great Eatlon lands, enfolds Story in one of its wings, and takes flight. Each tenant watches as she is ferried into the storm."
The Land Before Time VII: The Stone of Cold Fire 	"One evening, Petrie begins telling a tale of the best creatures of the world, the Flyers. Cera disagrees and the tale isn't true. Petrie then spots a herd of dinosaurs, visiting the Great Valley. The youngsters later went to bed after their parents called them into bed. Later that night, Littlefoot sees a strangely blue colored meteor falling from the sky and colliding into Threehorn Peak, a volcano in the Smoking Mountain range. When Littlefoot describes it the next morning, most of the adult dinosaurs in the Great Valley disbelieve Littlefoot's story. However, two newcomers, the mysterious ""Rainbow Faces"", speak eloquently of possibilities of wonders beyond what they know. The Rainbow Faces suggest the rock may be a ""Stone of Cold Fire"", a stone possessing magical properties. Pterano, the devious, sinister and outcast uncle of Littlefoot's friend Petrie, overhears the conversation and conspires to use the rock to take control of the Great Valley. Pterano asks Petrie, who idolizes him, for the location of the rock and is told it has landed on Threehorn Peak. Littlefoot's friend Ducky overhears Pterano's plan, but Pterano and his cronies, Sierra and Rinkus, abduct her before she can warn the others. They take her along as they set out to find the Stone of Cold Fire.
The other dinosaurs discover Ducky's kidnapping. The adults tell the young ones that Pterano had been made an outcast due to his carelessness after self-appointing himself leader of a group of dinosaurs; while searching for the Great Valley, Pterano was overconfident and accidentally led his followers directly into a pack of Sharpteeth. Pterano, a Pteranodon like Petrie, was able to fly away, although the event left him emotionally scarred. He ended up expelled from the herd as punishment for leading his followers to their deaths.
Because the adults are slow to reach decision, Littlefoot, Petrie, and their friends Cera and Spike take off by themselves in search of Ducky, who, meanwhile, falls through the floor into a cave while running from the flyers. After they find her, Ducky comforts Petrie, who is distraught about his uncle's actions, by stating that Pterano is the least wicked of the three Flyers, and that the potential for goodness still lives in him. Meanwhile, Sierra is showing mutionous feelings towards Pterano, and Rinkus convinces him to betray Pterano once they find the stone. The young ones pursue the Flyers, hoping to reach the Stone of Cold Fire before them. Aided by the Rainbow Faces, who suddenly appear and offer their knowledge of volcanos, the young ones manage to arrive at Threehorn Peak before the Flyers. They discover that the Stone is an ordinary meteorite. Lamenting over this realization, Pterano states that he had meant to create a paradise with the power of the stone, not realizing that this paradise already exists in the form of the Great Valley. Sierra and Rinkus have now discarded him and are attempting to get the stone to give them power. The volcano begins to erupt. In the nick of time Petrie's mother arrives with a friend to evacuate the young dinosaurs, leaving Sierra and Rinkus behind where they are caught in the explosion of the Stone. Pterano is thanked for saving Ducky but as punishment for his plan Pterano is exiled from the Great Valley and into the Mysterious Beyond for five years (to where Petrie says ""five cold years"" is so long and Cera's father says that some of the others think it must be a lot longer). Petrie tries to plead against the punishment. However, Pterano explains to him that everyone, including himself, must always take responsibility and be accountable for their own actions. Then after Petrie tells Pterano he will miss him, Cera's father imitates a sharptooth to scare him away.
That night, Littlefoot finds the Rainbow Faces and asks them when they are leaving. A meteor flies overhead, and the female comments, ""Any time now"". Littlefoot, somewhat unnerved, asks the Rainbow Faces whether the flying rock he saw really was a Stone of Cold Fire. The male Rainbow Face admits that the flying rock wasn't, but explains that the young ones' effort to search for it was what really mattered. The Rainbow Faces reiterate their claim that there are many unknowns to be discovered ""beyond the Mysterious Beyond"". Littlefoot starts to ask if there really is a Stone of Cold Fire and exactly who the Rainbow Faces really are yet they explain that ""That would be telling wouldn't it?"" Littlefoot is momentarily distracted, and when he turns around, he finds a pillar of light where the Rainbow Faces stood. The light disappears, and a light flies across the sky before changing its course, flying upward and off into the night. Littlefoot's friends find him and Littlefoot, inspired by the Rainbow Faces, reflects that there are many unknowns and that such unknowns make life wonderful."
The Land Before Time VIII: The Big Freeze 	"Ducky is upset with her brother Spike, for keeping her awake at night with his snoring (called ""sleep rumbling"" by the characters), and for eating her treestars. She tells Cera about her feelings, and confides that she does not know how to express them, to which Cera agrees to teach her. At the same time, the children are attending a school of sorts, in which they are taught by an old Pachyrhinosaurus named Mr. Thicknose, who professes to have been everywhere and seen everything. Littlefoot is eagerly questioning all the topics they cover, to the old dinosaur's irritation, and blows the top when he startles Mr. Thicknose into running into a tree, upon which a melon falls on his head. Mr. Thicknose complains to Grandpa Longneck about Littlefoot's behaviour, and Grandpa Longneck, knowing Littlefoot meant no harm, gently explains to him why he must be more respectful to Mr. Thicknose.
Meanwhile, as Ducky gives Spike the cold shoulder, Spike meets and befriends a young dinosaur from a wandering Spiketail herd, who have recently arrived in the Great Valley. Ducky begins to miss Spike, as she watches him spend more and more time with this herd of his own species. One day, however, the entire Valley is surprised by an overnight snowfall (which the characters refer to as either ""white sky sparkles"" or ""white ground sparkles""). While the children together have fun frolicking in the snow, the adults complain that Mr. Thicknose did not warn them about this sort of thing happening in the Valley, and suspect that he does not know as much as he claims.
As time wears on, the dinosaurs begin to notice the more horrific side to snowfall; the freezing temperatures and the lack of food growth. The spiketail herd offers to leave, as they consume more food than most species. The mother of Spike's new friend, Tippy, asks Mama Swimmer if she can take Spike along during the cold time, and Mama Swimmer decides that Spike should choose between staying in the valley, or leaving with them. Spike is unsure, so Ducky frustratedly tells him to go off. As he leaves, she immediately regrets her actions, and later sneaks away to follow the spiketail herd. When her friends find this out, they head off into the Mysterious Beyond to find her, but are interrupted by Mr. Thicknose, who tells them he will not let them go off there by themselves, and leaves with them. After several rough scrapes, including a chase from a mountain sharptooth, and successfully finding Ducky, they come across a frozen pool of water, which they break by accident. Underneath the ice is warm water, and they notice that there is lush food nearby. While they relax in the water and feed, Mr. Thicknose confesses that most of his knowledge comes from secondary sources; he listened to the stories of the grownup travelers when he was a child, and in his adult years, he told those stories to the children in the valley.
Later, the group tries to contact the residents of the valley, to let them know about the safe haven they have found, but find that a snowfall has blocked them off from the valley. Ducky, remembering what Cera taught her, suggests that Cera get angry and riled up at the ground sparkles. Cera does so, and her enraged screaming causes the wall of snow to fall down, enabling the rest of the Great Valley herd to pass through.
Meanwhile, the Spiketail herd is starving, until Spike picks up the scent of the location the valley residents are in. He leads the spiketails there, and reunites with Ducky. However, after a few minutes, he falls into a deep part of the water, and as he is unable to swim, Mama Swimmer jumps in to save him. When she places him on dry ground again, Tippy's mother says that Spike should stay with his family, rather than her herd. Ducky promises to Spike that she will not get angry at him whenever he snores, ever again."
